task,failure,route,seed,episode,knn_distance,knn_label_entropy,knn_local_purity,knn_recovery_review_mixing,knn_majority_route,knn_route_conflict
NeedlePick,perception_bias,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43002,0,0.02974140537605692,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43002,0,0.02974140537605692,-0.0,1.0,1.0,human_review,0
NeedlePick,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43002,0,0.02386594009955688,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43002,0,0.02386594009955688,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,depth_scale_error,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,near_target_drift,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,0.01040435471944827,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,0.014213547250153235,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43002,0,0.0015442248083281306,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43000,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43002,0,0.0007336856106252583,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,auto_execute,43004,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,perception_bias,human_review,43002,0,0.04031805222413361,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,perception_bias,human_review,43000,0,0.0,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,perception_bias,human_review,43002,0,0.04031805222413361,-0.0,1.0,1.0,human_review,0
GauzeRetrieve,perception_bias,human_review,43004,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,none,auto_execute,43000,0,0.0,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,none,auto_execute,43002,0,1.1181722085231336,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,none,auto_execute,43000,0,0.0,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,none,auto_execute,43002,0,1.1181794695213332,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,none,auto_execute,43004,0,0.0,0.49261406801712576,0.5714285714285714,0.42857142857142855,auto_execute,0
NeedlePick,near_target_drift,auto_recovery,43000,0,0.0,0.49261406801712576,0.42857142857142855,0.42857142857142855,auto_execute,1
NeedlePick,near_target_drift,auto_recovery,43002,0,1.1181722085231336,0.49261406801712576,0.42857142857142855,0.42857142857142855,auto_execute,1
NeedlePick,near_target_drift,auto_recovery,43004,0,0.0,0.49261406801712576,0.42857142857142855,0.42857142857142855,auto_execute,1
NeedlePick,near_target_drift,auto_recovery,43000,0,0.0,0.43156028428331555,0.7142857142857143,0.7142857142857143,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43002,0,1.3957621029974596,0.43156028428331555,0.7142857142857143,0.7142857142857143,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43004,0,0.0,0.43156028428331555,0.7142857142857143,0.7142857142857143,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43000,0,0.0,0.49261406801712576,0.5714285714285714,0.5714285714285714,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43002,0,1.142954257321019,0.49261406801712576,0.5714285714285714,0.5714285714285714,auto_recovery,0
NeedlePick,near_target_drift,auto_recovery,43004,0,0.0,0.49261406801712576,0.5714285714285714,0.5714285714285714,auto_recovery,0
NeedlePick,action_dropout,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_dropout,auto_execute,43003,0,0.05280202245478524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_dropout,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43003,0,0.10207064479854333,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_dropout,auto_recovery,43003,0,0.022046960795478313,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_noise,auto_execute,43003,0,0.05280202245478524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,action_noise,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43003,0,0.042249059385951436,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,action_noise,auto_recovery,43003,0,0.07267452585282666,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,execution_slip,auto_execute,43003,0,0.05280202245478524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,execution_slip,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43003,0,0.04438039745412927,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,execution_slip,auto_recovery,43003,0,0.026874947695402104,-0.0,1.0,1.0,auto_recovery,0
NeedlePick,none,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43003,0,0.05280202245478524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,none,auto_execute,43003,0,0.06406994662253847,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_execute,43003,0,0.011424921988605861,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_dropout,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43003,0,0.030629255530012986,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_dropout,auto_recovery,43003,0,0.005184689459298452,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_noise,auto_execute,43003,0,0.011424921988605861,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,action_noise,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43003,0,0.04572424281055325,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,action_noise,auto_recovery,43003,0,0.06729593358406859,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,execution_slip,auto_execute,43003,0,0.011424921988605861,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,execution_slip,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43003,0,0.0511457327657607,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43001,0,0.0,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,execution_slip,auto_recovery,43003,0,0.07384422975632039,-0.0,1.0,1.0,auto_recovery,0
GauzeRetrieve,none,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43003,0,0.011424921988605861,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
GauzeRetrieve,none,auto_execute,43003,0,0.010580797571830907,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43001,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43003,0,0.05280202245478524,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43005,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43007,0,0.02189408728529148,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,auto_execute,43009,0,0.0,-0.0,1.0,0.0,auto_execute,0
NeedlePick,jaw_stuck_open,human_review,43001,0,0.0,-0.0,1.0,1.0,human_review,0
NeedlePick,jaw_stuck_open,human_review,43003,0,0.02069922172820358,-0.0,1.0,1.0,human_review,0
