task,step,visual_state_evidence,depth_scale_evidence,policy_embedding_proxy_evidence,action_outcome_mismatch_evidence,progress_regularity_evidence,local_neighborhood_proxy_evidence,composite_step_score,mixed_components,expected_dominant_mechanism,expected_route,priority_router_route,max_signal_route,uniform_retry_route,single_score_route
NeedlePick,20,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,21,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,22,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,23,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,24,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,25,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,26,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,27,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,28,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,29,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,30,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,31,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,32,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,33,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,34,1.0,1.0,0.1875,0.0,0.83125,0.6159375,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,35,1.0,1.0,0.1934210526315789,0.0,0.8875,0.6379934210526316,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,36,1.0,1.0,0.1993421052631579,0.0,0.94375,0.6600493421052631,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,37,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5556052631578947,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,38,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.564178947368421,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,39,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,40,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,41,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,42,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,43,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,44,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5556052631578947,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,45,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.564178947368421,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,46,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.564178947368421,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,47,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5727526315789473,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,48,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5813263157894736,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,49,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5470315789473684,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,50,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5556052631578947,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,51,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.564178947368421,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,52,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5727526315789473,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,53,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5813263157894736,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,54,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5899,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,55,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5984736842105263,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,56,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5727526315789473,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,57,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5813263157894736,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,58,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5899,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,59,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.5984736842105263,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,60,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.6070473684210527,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,61,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,62,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,63,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,64,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,65,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,66,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,67,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,68,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,69,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,70,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,71,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,72,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,73,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,74,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,75,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,76,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,77,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,78,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,79,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,80,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,81,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,82,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,83,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,84,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,85,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,86,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,87,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,88,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,89,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,90,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,91,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
NeedlePick,92,1.0,1.0,0.2052631578947368,0.0,1.0,0.6821052631578948,0.615621052631579,visual_estimation_bias+depth_scale_error,depth_scale_error,depth_reestimate_or_cautious_approach,depth_reestimate_or_cautious_approach,reobserve_reestimate,low_gain_correction_or_replan,low_gain_correction_or_replan
