task,failure,route,seed,episode,nearest_prototype_route,nearest_prototype_distance,prototype_ambiguity,prototype_classifier_conflict,recovery_review_prototype_ambiguity
NeedlePick,jaw_stuck_open,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,jaw_stuck_open,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,jaw_stuck_open,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,jaw_stuck_open,auto_execute,43006,0,auto_execute,0.6208524940598743,0.20829862682222955,0,0.6633310245258188
NeedlePick,jaw_stuck_open,auto_execute,43008,0,auto_execute,0.6152142576822737,0.20583611963040427,0,0.6635576191575695
NeedlePick,jaw_stuck_open,human_review,43000,0,human_review,3.8963704836649877,0.6972657205492065,0,0.6939451238690766
NeedlePick,jaw_stuck_open,human_review,43002,0,human_review,5.069922619449831,0.7421288300774223,0,0.7421288300774223
NeedlePick,jaw_stuck_open,human_review,43004,0,human_review,5.1222956305305365,0.7465586824524663,0,0.7465586824524663
NeedlePick,jaw_stuck_open,human_review,43006,0,human_review,3.829069726836995,0.6884808219701368,0,0.6855340535716168
NeedlePick,jaw_stuck_open,human_review,43008,0,human_review,5.10360677352297,0.7451148555934125,0,0.7451148555934125
NeedlePick,jaw_stuck_open,human_review,43000,0,human_review,2.556276910412811,0.5178857363714114,0,0.5178857363714114
NeedlePick,jaw_stuck_open,human_review,43002,0,human_review,2.678279612271275,0.5262590594715443,0,0.5262590594715443
NeedlePick,jaw_stuck_open,human_review,43004,0,human_review,2.5786486414605783,0.5187854281672358,0,0.5187854281672358
NeedlePick,jaw_stuck_open,human_review,43006,0,human_review,2.613581515535383,0.5209983401348838,0,0.5209983401348838
NeedlePick,jaw_stuck_open,human_review,43008,0,human_review,2.538560213064899,0.5253543956303985,0,0.5253543956303985
NeedlePick,none,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,none,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,none,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,none,auto_execute,43006,0,auto_execute,0.6208524940598743,0.20829862682222955,0,0.6633310245258188
NeedlePick,none,auto_execute,43008,0,auto_execute,0.6152142576822737,0.20583611963040427,0,0.6635576191575695
NeedlePick,none,auto_execute,43000,0,auto_execute,1.8032103864708247,0.6035307059661046,0,0.658024229041853
NeedlePick,none,auto_execute,43002,0,auto_execute,1.8821982813338747,0.6210514669941601,0,0.6619970422369944
NeedlePick,none,auto_execute,43004,0,auto_execute,2.124803126848954,0.6677530484454092,0,0.6752852164123885
NeedlePick,none,auto_execute,43006,0,auto_execute,1.766957634782458,0.5952003192235559,0,0.6562558674176566
NeedlePick,none,auto_execute,43008,0,auto_execute,1.926293732036675,0.6325780719707033,0,0.6638808820756816
GauzeRetrieve,jaw_stuck_open,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,jaw_stuck_open,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,jaw_stuck_open,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,jaw_stuck_open,auto_execute,43006,0,auto_execute,0.6263595363241685,0.20908931618861348,0,0.6592014598307705
GauzeRetrieve,jaw_stuck_open,auto_execute,43008,0,auto_execute,0.6272491904369597,0.2082703581902865,0,0.6599417561194192
GauzeRetrieve,jaw_stuck_open,human_review,43000,0,human_review,5.140156095305095,0.7483767115080848,0,0.7483767115080848
GauzeRetrieve,jaw_stuck_open,human_review,43002,0,human_review,5.13207461260179,0.7475573528931359,0,0.7475573528931359
GauzeRetrieve,jaw_stuck_open,human_review,43004,0,human_review,5.1309653345867625,0.7474444701717384,0,0.7474444701717384
GauzeRetrieve,jaw_stuck_open,human_review,43006,0,human_review,5.116612986328706,0.7460944837934946,0,0.7460944837934946
GauzeRetrieve,jaw_stuck_open,human_review,43008,0,human_review,5.124331580012193,0.7467672655859952,0,0.7467672655859952
GauzeRetrieve,jaw_stuck_open,human_review,43000,0,human_review,2.592326106028851,0.5194622370826885,0,0.5194622370826885
GauzeRetrieve,jaw_stuck_open,human_review,43002,0,human_review,2.678958771832645,0.5260749347355952,0,0.5260749347355952
GauzeRetrieve,jaw_stuck_open,human_review,43004,0,human_review,2.6236872622735916,0.5215429981413997,0,0.5215429981413997
GauzeRetrieve,jaw_stuck_open,human_review,43006,0,human_review,2.993059151835373,0.5563719740111354,0,0.5563719740111354
GauzeRetrieve,jaw_stuck_open,human_review,43008,0,human_review,2.6432278598390586,0.5230575251630714,0,0.5230575251630714
GauzeRetrieve,none,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,none,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,none,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,none,auto_execute,43006,0,auto_execute,0.6263595363241685,0.20908931618861348,0,0.6592014598307705
GauzeRetrieve,none,auto_execute,43008,0,auto_execute,0.6272491904369597,0.2082703581902865,0,0.6599417561194192
GauzeRetrieve,none,auto_execute,43000,0,auto_execute,2.0439876154285312,0.6549608293879192,0,0.6659321068665854
GauzeRetrieve,none,auto_execute,43002,0,auto_execute,2.0439641578892953,0.6550337045427579,0,0.6659157310942658
GauzeRetrieve,none,auto_execute,43004,0,auto_execute,2.0441351930547937,0.6545500479194726,0,0.6660261152891574
GauzeRetrieve,none,auto_execute,43006,0,auto_execute,2.043648207307764,0.6581104221521077,0,0.6652996349000802
GauzeRetrieve,none,auto_execute,43008,0,auto_execute,2.0439673632724262,0.6550235963682245,0,0.6659179971423316
NeedleReach,action_freeze,auto_execute,43000,0,auto_execute,0.7049480095186751,0.22290305670248056,0,0.6764938505366408
NeedleReach,action_freeze,auto_execute,43002,0,auto_execute,0.7233374723640849,0.22618657262243624,0,0.6780287561734796
NeedleReach,action_freeze,auto_execute,43004,0,auto_execute,0.7279191051383677,0.22732886487445114,0,0.6782443176020028
NeedleReach,action_freeze,auto_recovery,43000,0,auto_recovery,2.8129682819223856,0.7892541748447832,0,0.5155306968124374
NeedleReach,action_freeze,auto_recovery,43002,0,auto_recovery,2.830012081342963,0.7985515609426412,0,0.5165446148235722
NeedleReach,action_freeze,auto_recovery,43004,0,auto_recovery,2.82766590596052,0.7993373300258859,0,0.5161319869077494
NeedleReach,action_freeze,auto_recovery,43000,0,auto_recovery,3.975675948152789,0.7550828020875922,0,0.7540388116659437
NeedleReach,action_freeze,auto_recovery,43002,0,auto_recovery,3.640368434689985,0.7358285939800842,0,0.7155612395027253
NeedleReach,action_freeze,auto_recovery,43004,0,auto_recovery,2.9090642478867776,0.6838168811527765,0,0.6130552949339655
NeedleReach,none,auto_execute,43000,0,auto_execute,0.7049480095186751,0.22290305670248056,0,0.6764938505366408
NeedleReach,none,auto_execute,43002,0,auto_execute,0.7233374723640849,0.22618657262243624,0,0.6780287561734796
NeedleReach,none,auto_execute,43004,0,auto_execute,0.7279191051383677,0.22732886487445114,0,0.6782443176020028
NeedleReach,none,auto_execute,43000,0,auto_execute,0.704948009631028,0.2229030522971599,0,0.6764938527705672
NeedleReach,none,auto_execute,43002,0,auto_execute,0.7233374839000497,0.22618657211657278,0,0.6780287583826569
NeedleReach,none,auto_execute,43004,0,auto_execute,0.7279191032512463,0.22732886506061323,0,0.678244317193428
NeedlePick,depth_scale_error,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,depth_scale_error,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,depth_scale_error,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,depth_scale_error,human_review,43000,0,human_review,6.9645462161642175,0.8402717103762742,0,0.8402717103762742
NeedlePick,depth_scale_error,human_review,43002,0,human_review,2.975110789529257,0.5798820442303014,0,0.5798820442303014
NeedlePick,depth_scale_error,human_review,43004,0,human_review,2.9097060839933335,0.579451784007498,0,0.5773584399862424
NeedlePick,depth_scale_error,human_review,43000,0,human_review,2.9188752121339623,0.5783747906389305,0,0.5774800393999397
NeedlePick,depth_scale_error,human_review,43002,0,human_review,2.975110789529257,0.5798820442303014,0,0.5798820442303014
NeedlePick,depth_scale_error,human_review,43004,0,human_review,2.9097060839933335,0.579451784007498,0,0.5773584399862424
NeedlePick,near_target_drift,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,near_target_drift,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,near_target_drift,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,near_target_drift,auto_recovery,43000,0,auto_recovery,2.043874321990961,0.8422713774108537,0,0.4122036693583424
NeedlePick,near_target_drift,auto_recovery,43002,0,auto_recovery,2.0448382823978974,0.8416400067469721,0,0.4120546116346814
NeedlePick,near_target_drift,auto_recovery,43004,0,auto_recovery,2.1130941240785877,0.8653612885441407,0,0.4215187642098468
NeedlePick,near_target_drift,auto_recovery,43000,0,auto_recovery,2.035224489372691,0.6309830070910232,0,0.45335114128886567
NeedlePick,near_target_drift,auto_recovery,43002,0,auto_recovery,2.035703623444118,0.630406999869787,0,0.4532464910147569
NeedlePick,near_target_drift,auto_recovery,43004,0,auto_recovery,2.243190042939918,0.9535186131206941,0,0.44084044723943194
NeedlePick,none,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,none,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,none,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,none,auto_execute,43000,0,auto_execute,0.6182170140728023,0.2071335803565868,0,0.6634529806724562
NeedlePick,none,auto_execute,43002,0,auto_execute,0.6137191302273789,0.2050082372889338,0,0.6637493590724356
NeedlePick,none,auto_execute,43004,0,auto_execute,0.6064719694322813,0.19999601527875643,0,0.6652409494774592
NeedlePick,perception_bias,auto_execute,43000,0,auto_execute,0.6182174353642795,0.20713384002735513,0,0.6634529134562241
NeedlePick,perception_bias,auto_execute,43002,0,auto_execute,0.613719033337436,0.20500817843642127,0,0.6637493742007398
NeedlePick,perception_bias,auto_execute,43004,0,auto_execute,0.6064719597924184,0.1999960339007819,0,0.6652409353950496
NeedlePick,perception_bias,human_review,43000,0,human_review,2.9003847041574775,0.580917338150906,0,0.5774023233699161
NeedlePick,perception_bias,human_review,43002,0,human_review,3.0152988905965037,0.5824033629699397,0,0.5824033629699397
NeedlePick,perception_bias,human_review,43004,0,human_review,2.9130949953386804,0.5790191949802398,0,0.5773878125375639
NeedlePick,perception_bias,human_review,43000,0,human_review,2.9003847041574775,0.580917338150906,0,0.5774023233699161
NeedlePick,perception_bias,human_review,43002,0,human_review,3.0152988905965037,0.5824033629699397,0,0.5824033629699397
NeedlePick,perception_bias,human_review,43004,0,human_review,2.9130949953386804,0.5790191949802398,0,0.5773878125375639
GauzeRetrieve,depth_scale_error,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,depth_scale_error,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,depth_scale_error,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,depth_scale_error,human_review,43000,0,human_review,2.921921262173864,0.5780757503827574,0,0.5775468858884363
GauzeRetrieve,depth_scale_error,human_review,43002,0,human_review,2.9995951748796372,0.5813714240768966,0,0.5813714240768966
GauzeRetrieve,depth_scale_error,human_review,43004,0,human_review,2.949891079641884,0.578566220784835,0,0.578566220784835
GauzeRetrieve,depth_scale_error,human_review,43000,0,human_review,2.921921262173864,0.5780757503827574,0,0.5775468858884363
GauzeRetrieve,depth_scale_error,human_review,43002,0,human_review,2.9995951748796372,0.5813714240768966,0,0.5813714240768966
GauzeRetrieve,depth_scale_error,human_review,43004,0,human_review,2.949891079641884,0.578566220784835,0,0.578566220784835
GauzeRetrieve,near_target_drift,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,near_target_drift,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,near_target_drift,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,auto_recovery,2.099573585424127,0.8571180245216058,0,0.4173179925558119
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,auto_recovery,2.0803336974788755,0.8495377539156558,0,0.4146613463261397
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,auto_recovery,2.0756100488325333,0.8476392542664293,0,0.4140090919241616
GauzeRetrieve,near_target_drift,auto_recovery,43000,0,auto_recovery,2.0867599888289083,0.6664445193919044,0,0.4504428805674461
GauzeRetrieve,near_target_drift,auto_recovery,43002,0,auto_recovery,2.080925788239785,0.6642558709821699,0,0.4497282643423022
GauzeRetrieve,near_target_drift,auto_recovery,43004,0,auto_recovery,2.076514837300948,0.6625814696629532,0,0.449191802176673
GauzeRetrieve,none,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,none,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,none,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,none,auto_execute,43000,0,auto_execute,0.6274498293407114,0.20826439960291376,0,0.6599921909738007
GauzeRetrieve,none,auto_execute,43002,0,auto_execute,0.6277891517605744,0.20826586689253335,0,0.6600699114233326
GauzeRetrieve,none,auto_execute,43004,0,auto_execute,0.627680526220062,0.2082640586094976,0,0.6600459102598054
GauzeRetrieve,perception_bias,auto_execute,43000,0,auto_execute,0.6364625547416222,0.2115132683816533,0,0.6593897944800211
GauzeRetrieve,perception_bias,auto_execute,43002,0,auto_execute,0.627206785504996,0.20827243576260734,0,0.659930560352042
GauzeRetrieve,perception_bias,auto_execute,43004,0,auto_execute,0.6380080865018224,0.21157811034945107,0,0.6597034523198988
GauzeRetrieve,perception_bias,human_review,43000,0,human_review,2.5272190868742603,0.42994998867840784,0,0.42994998867840784
GauzeRetrieve,perception_bias,human_review,43002,0,human_review,2.6041996853989833,0.437836074893432,0,0.437836074893432
GauzeRetrieve,perception_bias,human_review,43004,0,human_review,2.5593669894921423,0.43313564598803855,0,0.43313564598803855
GauzeRetrieve,perception_bias,human_review,43000,0,human_review,2.5272190868742603,0.42994998867840784,0,0.42994998867840784
GauzeRetrieve,perception_bias,human_review,43002,0,human_review,2.6041996853989833,0.437836074893432,0,0.437836074893432
GauzeRetrieve,perception_bias,human_review,43004,0,human_review,2.5593669894921423,0.43313564598803855,0,0.43313564598803855
NeedlePick,none,auto_execute,43000,0,auto_recovery,8.13261101687081,0.9857328498691879,1,0.8303896421712094
NeedlePick,none,auto_execute,43002,0,auto_recovery,8.832272221006772,0.9850662549715641,1,0.8461432211977384
NeedlePick,none,auto_execute,43004,0,auto_recovery,8.265851361515146,0.9952079708685656,1,0.8364275629610587
NeedlePick,none,auto_execute,43000,0,auto_recovery,8.132619708075016,0.9857331467799466,1,0.8303899635576111
NeedlePick,none,auto_execute,43002,0,auto_recovery,8.832276095433098,0.9850661297989659,1,0.8461432330110774
NeedlePick,none,auto_execute,43004,0,auto_recovery,8.265854970632914,0.995208002690412,1,0.8364276616989442
NeedlePick,near_target_drift,auto_recovery,43000,0,auto_recovery,8.13261101687081,0.9857328498691879,0,0.8303896421712094
NeedlePick,near_target_drift,auto_recovery,43002,0,auto_recovery,8.832272221006772,0.9850662549715641,0,0.8461432211977384
NeedlePick,near_target_drift,auto_recovery,43004,0,auto_recovery,8.265851361515146,0.9952079708685656,0,0.8364275629610587
NeedlePick,near_target_drift,auto_recovery,43000,0,auto_recovery,16.54119586899742,0.9446260192683233,0,0.9285817002581005
NeedlePick,near_target_drift,auto_recovery,43002,0,auto_recovery,15.887313650915095,0.9420224390524948,0,0.9256619363266386
NeedlePick,near_target_drift,auto_recovery,43004,0,auto_recovery,16.89068667233461,0.9463347023424795,0,0.9339631440959641
NeedlePick,near_target_drift,auto_recovery,43000,0,auto_recovery,8.347362188711735,0.9702090336847304,0,0.8322832465262919
NeedlePick,near_target_drift,auto_recovery,43002,0,auto_recovery,8.88275978389398,0.9711065296169925,0,0.8441196689283046
NeedlePick,near_target_drift,auto_recovery,43004,0,auto_recovery,8.284597614285772,0.9790226421195248,0,0.8331702895395521
NeedlePick,action_dropout,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,action_dropout,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,action_dropout,auto_recovery,43001,0,auto_recovery,3.7273473814034297,0.79479386700041,0,0.6826503429918516
NeedlePick,action_dropout,auto_recovery,43003,0,auto_recovery,3.6816511691885454,0.7902043304902711,0,0.680122469528093
NeedlePick,action_dropout,auto_recovery,43001,0,auto_recovery,2.1933115530140794,0.5985974594771399,0,0.49584587415724724
NeedlePick,action_dropout,auto_recovery,43003,0,auto_recovery,2.2624526629723136,0.6005088579579188,0,0.5120990410260224
NeedlePick,action_noise,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,action_noise,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,action_noise,auto_recovery,43001,0,auto_recovery,2.790124457651321,0.7752914986062076,0,0.5144679260521121
NeedlePick,action_noise,auto_recovery,43003,0,auto_recovery,2.802271758095678,0.7676390732924427,0,0.5174411923805233
NeedlePick,action_noise,auto_recovery,43001,0,auto_recovery,2.232758330515964,0.5987663841791099,0,0.5048364077011213
NeedlePick,action_noise,auto_recovery,43003,0,auto_recovery,2.3026390813071402,0.6026261900743204,0,0.520914352827522
NeedlePick,execution_slip,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,execution_slip,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,execution_slip,auto_recovery,43001,0,auto_recovery,3.738568025610206,0.7963915309223926,0,0.6840199774070475
NeedlePick,execution_slip,auto_recovery,43003,0,auto_recovery,2.8031927740228846,0.7678933741382277,0,0.5175282687625918
NeedlePick,execution_slip,auto_recovery,43001,0,auto_recovery,2.2018656588571446,0.5978920137747576,0,0.49727233449118324
NeedlePick,execution_slip,auto_recovery,43003,0,auto_recovery,2.28561198936613,0.6015302062449612,0,0.5170944885571436
NeedlePick,none,auto_execute,43001,0,auto_execute,0.6087069481668357,0.20157695330031422,0,0.6647304503761344
NeedlePick,none,auto_execute,43003,0,auto_execute,0.6104352992660022,0.2029644715803831,0,0.6642871640721071
NeedlePick,none,auto_execute,43001,0,auto_execute,2.1163990331488614,0.6685940860364664,0,0.6744264753121363
NeedlePick,none,auto_execute,43003,0,auto_execute,1.9247675048744608,0.6282812579072441,0,0.6645584087381037
